Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Actual sentence
4371,3E24UO25QYPSRETKES91C3ZPLXA6OO,2.4,2.6,3.8,8,41,43.75,3.875,75,Quote:  I don't think this is the reason.
4372,3YOAVL4CAZGQBV3DXDR3V3MF9A6Z4X,2.2,4.4,4.4,20,92,60,4.1,55,Quote: I dual boot on my powerbook and it works great but that is ppc and not the intel mac.
4373,3HFWPF5AK8I8SNYV27SCP5X68VBS31,2,4.8,2.4,13,65,53.84615385,5.461538462,61.53846154,"Quote: If you have an Nvidia card, you will need to get libmikmod"
4374,3JTPR5MTZRBDIJ8RBH73DG4G5XPK52,4,5.4,2.8,13,77,42.30769231,2.769230769,76.92307692,"Quote: If you rename vnc.so to libvnc.so, the module will be loaded properly."
4375,3QGTX7BCHO187E7DBIAD0VST961Z52,2.4,2.8,2.2,5,22,60,6,60,Quote: I have no idea.
4376,3EHVO81VN4KNSB60492UXYB710G1HX,1.4,3.2,4.4,11,59,63.63636364,4.363636364,54.54545455,"Quote: I have used ""The Journal 4"" under windoze for years."
4377,37YYO3NWHCPGY65IYEDD33XIS52CCP,3,2.8,5.6,3,17,16.66666667,0,100,Quote:  I'll say.
4378,368IUKXGA47ACE5LTSMG134FV266P5,3.4,5.2,3.6,26,142,76.92307692,5.346153846,61.53846154,"Quote: In fact, it seems that a user can make a custom .mime.types files in his own directory, which content supercedes the one that's in etc."
4379,378G7J1SJKX492V1BWJ95L4O5XWWEA,2.8,4,3,25,133,74,6.96,52,"Quote: in hardy you need to be root to spin down the drive, so the corresponding lines in the script should read something like this:"
4380,3T5ZXGO9DDNX00QBVAYGY6NK52OQZ6,1.8,1.8,4.8,4,25,75,2.75,50,"Quote: Issues, like what?"
4381,3EQVJH0T4ZKO1VI96SM434U2TJ6THX,3.6,5.6,4,15,83,33.33333333,3.266666667,66.66666667,Quote: I suspect you somehow overwrote your OS X partition and it no longer exists.
4382,3JU8CV4BRKB01KBPTO8AI3Q6G2ZOPB,2.4,3.6,4,11,51,59.09090909,9,54.54545455,Quote: I think it cuts off power from the USB port.
4383,335VBRURDIZTX6ITIL9HR1WD7WC9EY,1,2,4.6,6,42,58.33333333,3.833333333,66.66666667,Quote: I thought libmikmod or something...
4384,3P888QFVX2TL1WC4T1NZI8GGLYLOQ2,2.2,4,3.6,10,53,40,4.5,80,Quote:  I was just looking at Zinf too (seems GTK...)
4385,3O71U79SRAO9E9658PXRL46C8MSMSB,3.4,3.2,3.8,7,44,50,1.571428571,71.42857143,"Quote: Matoso,  I'm also interested on this."
4386,36FFXPMST8N8O3D1AB059UOFUBQHO0,2.4,5,3.6,18,84,63.88888889,3.833333333,61.11111111,Quote: Maybe it does not like that my files are on an NFS server (on a 100MBit link)
4387,3CO05SML7U40AGZL4VAOXXU3JH7R0G,3.4,4.6,4.2,10,63,75,5.5,60,Quote: My Aironet works perfectly under Hardy with this change.
4388,3IH9TRB0FAYNO6HKARKFXACM1DV1IQ,3.2,4.2,3.4,20,113,57.5,6.3,65,Quote: My point is precisely that I'd like to avoid going through the contextual menu to launch my Scribus files.
4389,3IZVJEBJ69J4QI7RG1KIS16T51CZ6I,2.2,2.4,3,3,16,100,2,100,Quote: nice job!
4390,311HQEI8RRFNUILWZBPAYF6P0CWZ7H,1.6,4.6,2.6,11,72,68.18181818,10.63636364,63.63636364,"[quote=nocturn]After going to some issues, I got XMMS working on Ubuntu."
4391,3E6L1VR4XVLYL1GRFPQBP9QBTWJF6B,2.6,1.4,6,4,22,12.5,0.25,100,"Quote: No, it doesn't."
4392,3CMIQF80GMPVCQ60T51518UP0YS6QW,2,3.8,3,12,66,54.16666667,2.5,58.33333333,"Quote: No they are not, at least not according to their man-pages."
4393,3X878VYTIDHHP1UWYZV3VNQ7O73F7A,2.2,2.2,2.8,4,16,37.5,1.25,50,Quote: Oh I see.
4394,3BAKUKE49GB0H5K30EEOB2DDO9DR1J,3,2.6,4.4,7,37,42.85714286,2.857142857,57.14285714,Quote: Perhaps it was caused by this?
4395,3QMELQS6Y4AVORL06KQ56Y4UWKU6RX,2,4.4,3.4,13,88,46.15384615,2.230769231,69.23076923,"[quote=pmshoop] Quote: I just installed it from Universe (or multivers, not quite sure)."
4396,3YLTXLH3DE5Q93P2PBDKYUT54GMHPH,3,4,4.4,12,77,62.5,5.166666667,83.33333333,Quote: see my posts in T-Mobile Sony-Ericsson GC89 maybe something will help.
4397,3ZUE82NE090LPFZF84N99NM2ZR9F8X,4,4.6,4.6,14,87,64.28571429,3.214285714,85.71428571,"Quote: Sonance might become something good, at least now development seems to be rapid."
4398,338431Z1FKELDXR46GCZNYQLHKNOR3,3.4,3.8,3.6,3,17,33.33333333,0.333333333,66.66666667,Quote: Thank you!
4399,3RZS0FBRWJ9ZSVEM3JZJN3WPROHPCG,2.8,3,3.4,12,58,66.66666667,3.25,66.66666667,"Quote: That is the same ibook i own, the issue isnt Beryl."
4400,3K2CEDRACA0AT9JKXP2HV92YA56MT0,3.2,4.2,3.4,21,105,45.23809524,4.285714286,66.66666667,"Quote: That seemed to produce a more desirable outcome but OS X is still not booting, this is what I see."
4401,367O8HRHKF7TAJHZ2LXVZAPCMV7S4M,2.6,3.6,4,3,22,83.33333333,0,100,Quote: That's perfect.
4402,33NOQL7T9NYRUWQF9GHGCF2KBW2Z84,3.6,3.4,4.6,7,34,28.57142857,2.571428571,57.14285714,Quote:  That would be what I need.
4403,3PUOXASB562R819PE8NUCBXVV2KZ9T,1.4,5,5,37,221,56.75675676,7.945945946,70.27027027,"Quote: the only drawback is that these things won't get solved fast, because the people behind  the hardware/software won't give out good documentation or binaries, so one has to hack drivers together w/o much to go on..."
4404,3BCRDCM0OCT91N85G0H85MIG1S0K6I,3,3.2,4.6,9,50,77.77777778,6.666666667,66.66666667,Quote: the quotation marks are there for a reason!
4405,34ZTTGSNJWNB9FQHPOS9YZJF9C8HQ8,3.6,4.2,4,22,111,63.63636364,7.5,54.54545455,Quote: There are a number of posts in this thread and I want to make sure I'm responding to your error message.
4406,3XBXDSS887IX48AJ2N2ZKZ8FNW3LXF,2,5,3.6,10,58,80,3.5,60,Quote: There are .ram files and playlists in those dirs...
4407,3IVEC1GSLOYJJH1QS95F9BRMESK1J2,3.8,6.2,3,14,81,71.42857143,4.785714286,64.28571429,"Quote: There is an additional ""http://"" string in your link in fact (first part)."
4408,3IZPORCT1E8BLG5H23H93PTK5YAHR9,5,4.8,4.6,18,123,55.55555556,4.666666667,66.66666667,Quote: They are functionally equivalent for for storage devices without ejectable media which was what was being discussed.
4409,3JY0Q5X05I56WU1S2M5FJL3COPLGGC,2.6,4.4,3.6,6,36,50,4.833333333,50,Quote: This worked perfectly for me.
4410,3GKAWYFRAOS9XNK03FUU79E7COTPDG,4.8,4.8,3.8,12,67,37.5,3.416666667,66.66666667,Quote: Those who cannot learn from history are doomed to repeat it.
4411,3UEDKCTP9UPS5NMAZAM0B0ICW3KK7H,2.2,4.8,3,8,86,106.25,5.5,112.5,Quote: To access cups see this thread:  http://ubuntuforums.org/showthread.php?t=73993
4412,3YZ7A3YHR4SB62LZGQG542VQMR2S5R,1.8,2.4,5,8,38,37.5,3.75,62.5,"Quote: well, at least i thought i did."
4413,3FTID4TN8KXM4D0T7JO13DFOP2XLYL,2.6,3.8,3.2,13,64,84.61538462,3.692307692,61.53846154,Quote: What is the name of that extra lib for nvidia card users?
4414,3XU9MCX6VNB76Q2ZJIE2GLNIGFRR20,4,5.4,5.2,36,202,65.27777778,4.444444444,61.11111111,"Quote: With video files, I don't think you'll encounter any problem by changing the default program (open properties of a file, go to ""open with"" tab and change the default program to the one you want)."
4415,3IQ9O0AYW5YOXQTTCA4P3GVHTWLTIQ,1.4,3,2.8,6,29,8.333333333,2.666666667,83.33333333,Quote: Won't let you type it?
4416,3ZZAYRN1I5QYTC4WA5HUNDR355KOTG,3.8,1.6,4.4,2,11,100,0,100,Quote: YES.
4417,3KLL7H3EGC03ENMYBNMJ4MINQ4NHV2,3,3.4,3.8,25,124,44,7.8,52,"Quote: Yes, I set that up already I have a feeling that something is going on with the boot partition but I can't tell what."
4418,3P7RGTLO6DCAOPK86DYKLRK2XBQKA8,2.8,3.4,4.2,5,26,40,2.8,60,"Quote: Yes, it is strange."
4419,3KTCJ4SCVF09KP7BV6I7P3J3IMF1M6,3.8,5,4,24,125,43.75,5.5,62.5,"Quote:  You could use WordPress and do a local install, running it only on your computer, if you didn't want it to be public."
4420,36BTXXLZ2U7H94HMNWXQ90KG0TO4RA,3,4.2,3.4,13,72,38.46153846,2.384615385,69.23076923,"Quote: You should be able to doube click it to install, afterwards type:"
4421,367O8HRHKF7TAJHZ2LXVZAPCMV74SY,1,1,4.4,3,9,66.66666667,0,100,* Q: Wha?
4422,3QI9WAYOGPA7P6LDL9QAW89QIMDS67,2,4.8,4.2,8,44,50,10.375,87.5,Ran pppd call tmobile and it didn't connect.
4423,385MDVINFBECKIHTPXU021HGA5SWJV,3.2,4.6,4.4,38,186,59.21052632,8.447368421,65.78947368,"""Rates are very low and it wants to get up to a more normal level as quickly as possible. It's better to announce a big hike now than wait until rates are higher and then jack rates up."""
4424,3HO4MYYR11NN4JDHAELAB9RE3JY6U1,3.6,4,4,13,73,84.61538462,5.846153846,53.84615385,"rates change for the usage of the service, check the website for details."
4425,3B623HUYJ3PUTK41EON8GM5HOH3S8T,4,5.4,3.8,13,75,53.84615385,5.153846154,61.53846154,"Rather than simply keep her off the contract, CMS decided to fire Studnitz."
4426,3Q2T3FD0OM75USLQIAWQDWY0G6SM3I,5.4,6,3.6,28,159,64.28571429,6.571428571,60.71428571,"Ratings were down 30% for Cavallari's premiere episode, pulling only 2.1 million sets of eyes as opposed to the 3 million who tuned in to last season's opener."
4427,3LOJFQ4BOWE8MWNKQNPMBSS8IENKDA,5.6,6,2.2,35,218,74.28571429,4.2,65.71428571,"Raynham store manager Bert Cabral, who noted that his shop is the busiest in Massachusetts, also talked about hiring a manager from one of the big electronics chains to help improve Wal-Mart's customer service efforts."
4428,3BAKUKE49GB0H5K30EEOB2DDO9J1RZ,4.2,6.2,6,31,189,70.96774194,4.129032258,61.29032258,"RBS is expected to lose 312 branches south of the border, which will become Williams & Glyn's, a bank that enjoyed an exclusive reputation in the Seventies for serving better-off customers."
4429,38EHZ67RILR6O4XEDP3AWQN9KBXGMK,5.4,6.2,2.6,30,167,70,4.533333333,50,"RBS is understood to be preparing to put its network of around 300 RBS-branded branches in England up for sale, under the Williams and Glyn brand they used until 1985."
4430,3KL228NDMULBYGXBSDQUHDV5V63KGK,1.8,3,3.2,1,4,0,12,100,Read
4431,34KYK9TV2Q7DVI28H07I7OVIWNOSBS,3.4,4.8,2.6,6,42,91.66666667,5.666666667,66.66666667,Readings greater than 50 signal expansion.
4432,3OQQD2WO8H5JY9VZXVYYL3RJZX9I3Z,3.4,4,3.2,7,40,85.71428571,4.142857143,85.71428571,Read local coverage on CNN affiliate WJW
4433,36JW4WBR05JEIQ08B8HFM0F12AZFHC,3.8,3.6,4.8,13,70,84.61538462,4.538461538,53.84615385,Read on for details and screenshots of the new faces of Facebook apps.
4434,30U1YOGZG9V6AF0SVWYO2EJIZ80SDZ,2.2,2.6,4.8,6,35,33.33333333,6.833333333,50,Really looking forward to your help
4435,3RZS0FBRWJ9ZSVEM3JZJN3WPROHCP3,4.8,6.6,4,60,357,87.5,4.416666667,60,Rear Adm. Joseph Castillo said at a late afternoon news conference that there was still a chance of survivors among the seven military personnel aboard the Coast Guard C-130 and the two in the Marine Corps AH-1W Super Cobra helicopter despite water temps in the low 60s because all had access to heat-retaining drysuits and were in excellent physical shape.
4436,3LCXHSGDLS5B2LESRR988W13ZK1SES,4.4,5.8,2.6,14,99,75,5,78.57142857,Reason is now accepting applications for the winter/spring 2010 Burton C. Gray Memorial Internship.
4437,3S37Y8CWI7ZMH0Y8MQ7WWZSXS834WD,5,4.8,3,14,90,53.57142857,5.214285714,64.28571429,Receiving a kidney transplant before or after starting dialysis did not affect one's risk.
4438,3G3AJKPCXKRQ65T81RPKHWDD3G34YC,4.8,5.6,3.8,31,164,61.29032258,4.387096774,51.61290323,"Recent encouraging news in the economy ""shows that - when you act with force - you can stabilize a crisis like this,"" he said in the interview that will air Sunday."
4439,3DWGDA5POE3SAC1K9YJYCZ2G9FR1VN,4.4,5.2,5.2,25,159,60,7.36,80,Recent figures showing that Britain is still in recession have convinced Brown that more spending will be required next year to support any faltering recovery.
4440,3JU8CV4BRKB01KBPTO8AI3Q6G20POD,2.6,5.8,4,34,186,50,7.735294118,58.82352941,"Recently it appears to have been fixed (sort of), although now it's only an ""Unmount"" option, that leaves the drive powered up (i.e. there is no click as the drive spins down and parks)."
4441,3ULIZ0H1V94BCIM5371L818HWRP51K,3.4,5.4,4.2,28,177,73.21428571,4.785714286,64.28571429,"Recently on ""Gossip Girl,"" the womanizing Chuck Bass - played with serpentine charm by Ed Westwick - rejected categorization in a small but critical way regarding his sexuality."
4442,3TL87MO8CLOG4MJY2TWDES88JR8FLJ,3.2,4.2,3.8,22,134,65.90909091,8.545454545,54.54545455,"Recently, we reached the Rambo star by phone as he was taking a break from watching the dailies of his mercenaries-on-a-mission flick."
4443,307L9TDWJXRBCA6QUBBQQBN0LW3N3K,5.4,5.6,4.8,27,155,77.77777778,5.407407407,66.66666667,"Recent media reports that the hiatus for Rove would enable its star, Rove McManus, to make changes to The 7pm Project were labelled ""untrue"" by the source."
4444,3MXX6RQ9EU4WXR17A4T145K1ZBZP42,4.8,5.8,2.8,21,134,69.04761905,6.952380952,76.19047619,"Recent polling has shown Scozzafava's support collapsing, while the race between Hoffman and Democrat Bill Owens is too close to call."
4445,3FHTJGYT8MZC97UR55V2DUH4PG8GPG,6.2,6.2,3.2,25,165,78,3.84,72,"Recent reports have suggested that Lloyds would sell Cheltenham and Gloucester, Lloyds TSB Scotland and Intelligent Finance - an online division of Bank of Scotland."
4446,3X2YVV51PT35P11PZ8OUY1LUGOT1WX,2.2,3,2.6,4,24,100,6.25,100,Record great gift ideas.
4447,3CVDZS288GZ0A41J25XSE5NXJWYFML,4.6,5.2,2.4,7,50,50,6.285714286,114.2857143,"""Recreational drug use has become very normalised."
4448,3IVKZBIBJZ8NMV5UHSHETZYGR0TSH8,5.8,5.6,5,17,93,88.23529412,5.294117647,58.82352941,Red Cross workers arrived at the scene to find bullet-riddled bodies on the side of the road.
4449,3GVPRXWRPGT1ZSWMZ71OYK3Z4ZVI74,4.2,4.4,3.4,12,67,41.66666667,6.583333333,83.33333333,Red Teeth declined to say why the hostages were being moved inland.
4450,3M0556243RJ6SMMJE6CSRKCXOM8FNL,6,5.8,2.8,36,221,76.38888889,4.805555556,58.33333333,"Reed Smith, according to the article and its press release, already offers 140 in-house courses, and will be expanding those offerings in the future as part of the implementation of this new training and promotion policy."
4451,3G57RS03HG4I1341MB1ZDKIMOX3521,3.8,5.8,2.4,28,175,87.5,5.071428571,64.28571429,"Reed Smith's new competency model covers four main areas - legal skills, citizenship, business skills, and clients - with a focus on nine core competencies within those areas."
4452,3SMIWMMK604LYYSN1WYE93QRRLQWUR,4.8,6,3.4,22,158,86.36363636,4.045454545,68.18181818,"Reed Smith, the large Pittsburgh-based law firm, has announced a fundamental restructuring of its policies with regard to associate performance and promotion."
4453,33KGGVH24TGKE16F9DKG0KZ1PQZ1XQ,3.2,4.4,3.8,15,79,46.66666667,9.733333333,60,ReelDirector: This is as close as you're going to get to iMovie on your iPhone.
4454,3B0MCRZMBQTIMKNQ8OLP73VWQ7WPPU,3.6,4.4,5.2,31,166,58.06451613,4.225806452,54.83870968,"Referring to next year's general election he has told journalists at home that he ""has a meeting with voters in the autumn of 2010, and he doesn't intend to miss it."""
4455,3RSBJ6YZEBPOA7MVFLC569C2EWDFO0,3.6,5.4,4.2,29,152,62.06896552,6.896551724,62.06896552,"Regarding the issue of one cpu core running at 100% frequency all the time, my best guess now is that it may not be related to the wireless card/driver."
4456,36KM3FWE3QBQSXF6VHCISG33I5E70Y,2.4,2.4,4,2,11,100,0,100,"Regards, JW"
4457,37AQKJ12TWNE64946M3THNXQ4D1TT7,1.6,2.4,3.2,2,14,100,0.5,100,"Regards, Sunny"
4458,3Z56AA6EK3Z4RB881CUOKZAKQXUM6O,3,4.6,4.8,15,93,83.33333333,5.4,66.66666667,Regular delivery of quality material is damn near my one-step panacea for the whole industry.
4459,32LAQ1JNT8OT6HOT6RT3MJJSNR8TUY,4.6,5.8,5,24,145,81.25,4.458333333,62.5,Reinfeldt has already downplayed speculation in the Swedish media linking his name to the new position of president of the council of EU leaders.
4460,3L21G7IH46V9E6WPE96IJY6ARWT1YW,3.4,5,1.6,11,58,81.81818182,4,72.72727273,Reinfeldt urges EU unity on climate change aid (29 Oct 09)
4461,3HEM8MA6H8B3MWO5810E78L6V3IPQL,2.4,4.2,4.4,17,107,64.70588235,2.647058824,82.35294118,"Related searches for [taco dog costume], [dog shark costume] and [banana costume] (so cute!) all rank high."
4462,336OE47KI1JLBDHN6M8J5PSA5SZWVG,4.2,5.2,4.4,14,109,89.28571429,4.928571429,57.14285714,Relationships between the Republican establishment in Washington and the conservative movement are in rubble.
4463,3D5G8J4N593TJWDTBH38I5LB1YHTVN,5.2,5.8,2.8,8,63,62.5,3.875,87.5,"Religious parties are banned, including the Muslim Brotherhood."
4464,3BDORL6HKJCK48U1GB38SYW4S65CRV,3,5.4,3,22,115,52.27272727,5.272727273,63.63636364,"Remember - our eventually destination is Maine, so we wouldn't want to go too far to the Western part of the state."
4465,3B9J25CZ24CW5NUEV03DI810E8OCSJ,3.4,4.8,3.8,22,115,65.90909091,6.818181818,63.63636364,"Remember, the beginning of May is the VERY beginning of their season, so you might be able to get some good prices."
4466,3NC6WP7WJGJYQ2HSWWDFRRBOC11WWQ,3.2,4.2,4.8,11,59,54.54545455,3.636363636,72.72727273,Remember when Nike (NYSE: NKE) did it the other way around?
4467,3XBYQ44Z6O36YLDY1R84474P87JTWX,4.2,5.8,2.8,20,104,80,6.45,65,Renal Week 2009 will take place October 27 - November 1 at the San Diego Convention Center in San Diego.
4468,3VEI3XUCZQW3YX35LGPECYVBRPKPRM,1.8,1.8,4,1,7,100,0,100,Repeat.
4469,3OJX0UFJ0Y6AM2FF8LOMVJIGTK69UF,5,5.2,3,15,98,83.33333333,3.133333333,66.66666667,"Replete with text-to-speech features, the maps are layered with traffic data and a satellite view."
4470,3VADEH0UHBWFZC3I05PJ2807DR3PSA,5.6,5.6,2,9,65,88.88888889,3.222222222,77.77777778,Rep. Michelle Bachman released a statement on Dede's resignation.
4471,3PZDSVZ3J4GWU6PUUPG90GF6ZWZN45,5.8,6,2.6,32,223,81.25,3.78125,68.75,"Reporting from Kabul, the Washington Post's Pamela Constable notes that Afghanistan's election commission rejected advice from UN officials and announced plans to open more than 6,300 polling stations for the upcoming vote."
4472,33TGB4G0LOGLNLIOBW4Q6QIWH9PTXQ,5.4,6,3.6,52,313,71.15384615,4.326923077,59.61538462,"Reporting on comments Clinton made during the October 29 roundtable discussion, the Daily Times reported that Clinton said, ""The percentage of taxes on GDP (in Pakistan) is among the lowest in the world... We (the United States) tax everything that moves and doesn't move, and that's not what we see in Pakistan."""
4473,3566S7OX5CIQZM0OR0GI6LMDNXK711,1.6,3,2.6,3,18,66.66666667,7.333333333,100,Report oiled birds
4474,3R5OYNIC2B8GECGXP5U9CDWTFAHPTZ,5.8,5,4,36,240,79.16666667,3.805555556,63.88888889,"Republican Dede Scozzafava announced Saturday that she is suspending her campaign in the Nov. 3 House special election in New York, a dramatic development that increases the GOP's chances of winning the contentious and closely-watched race."
